m,meant,maxt,mint,meanb,maxb,minb
 13451,0.1717E-04,0.1812E-04,0.1597E-04,0.6277E+10,0.6736E+10,0.5939E+10
 13501,0.1690E-04,0.1788E-04,0.1597E-04,0.6396E+10,0.6761E+10,0.6040E+10
 13551,0.1667E-04,0.1788E-04,0.1597E-04,0.6516E+10,0.6787E+10,0.6063E+10
 13601,0.1621E-04,0.1717E-04,0.1574E-04,0.6717E+10,0.6915E+10,0.6339E+10
 13651,0.1633E-04,0.1764E-04,0.1574E-04,0.6695E+10,0.6940E+10,0.6190E+10
 13701,0.1681E-04,0.1788E-04,0.1621E-04,0.6529E+10,0.6761E+10,0.6130E+10
 13751,0.1783E-04,0.3171E-04,0.1597E-04,0.6425E+10,0.6887E+10,0.3469E+10
 13801,0.1640E-04,0.1717E-04,0.1597E-04,0.6733E+10,0.6912E+10,0.6432E+10
 13851,0.1650E-04,0.1717E-04,0.1574E-04,0.6720E+10,0.7042E+10,0.6455E+10
 13901,0.1686E-04,0.2146E-04,0.1574E-04,0.6644E+10,0.7067E+10,0.5183E+10
 13951,0.1638E-04,0.1836E-04,0.1526E-04,0.6828E+10,0.7314E+10,0.6079E+10
 14001,0.1876E-04,0.2956E-04,0.1693E-04,0.6121E+10,0.6617E+10,0.3789E+10
 14051,0.1776E-04,0.1836E-04,0.1740E-04,0.6330E+10,0.6459E+10,0.6123E+10
 14101,0.1800E-04,0.1955E-04,0.1740E-04,0.6274E+10,0.6482E+10,0.5770E+10
 14151,0.1714E-04,0.1884E-04,0.1669E-04,0.6614E+10,0.6783E+10,0.6010E+10
 14201,0.1767E-04,0.1812E-04,0.1740E-04,0.6432E+10,0.6527E+10,0.6270E+10
 14251,0.1800E-04,0.2933E-04,0.1645E-04,0.6524E+10,0.6930E+10,0.3888E+10
 14301,0.1717E-04,0.1812E-04,0.1621E-04,0.6674E+10,0.7057E+10,0.6314E+10
 14351,0.1848E-04,0.2408E-04,0.1740E-04,0.6265E+10,0.6596E+10,0.4768E+10
 14401,0.1786E-04,0.1907E-04,0.1717E-04,0.6460E+10,0.6711E+10,0.6040E+10
 14451,0.1881E-04,0.2146E-04,0.1788E-04,0.6163E+10,0.6465E+10,0.5388E+10
 14501,0.1748E-04,0.1884E-04,0.1621E-04,0.6656E+10,0.7155E+10,0.6159E+10
 14551,0.1709E-04,0.1764E-04,0.1621E-04,0.6816E+10,0.7180E+10,0.6598E+10
 14601,0.1683E-04,0.1740E-04,0.1597E-04,0.6943E+10,0.7312E+10,0.6711E+10
 14651,0.1669E-04,0.1717E-04,0.1597E-04,0.7027E+10,0.7337E+10,0.6828E+10
 14701,0.1671E-04,0.1740E-04,0.1597E-04,0.7042E+10,0.7362E+10,0.6757E+10
 14751,0.1788E-04,0.1836E-04,0.1740E-04,0.6601E+10,0.6780E+10,0.6428E+10
 14801,0.1898E-04,0.2599E-04,0.1764E-04,0.6315E+10,0.6711E+10,0.4556E+10
 14851,0.1769E-04,0.1836E-04,0.1740E-04,0.6718E+10,0.6826E+10,0.6472E+10
 14901,0.1769E-04,0.1836E-04,0.1717E-04,0.6742E+10,0.6944E+10,0.6493E+10
 14951,0.1745E-04,0.1955E-04,0.1597E-04,0.6884E+10,0.7488E+10,0.6118E+10
 15001,0.1798E-04,0.1931E-04,0.1717E-04,0.6686E+10,0.6991E+10,0.6214E+10
 15051,0.2096E-04,0.3457E-04,0.1764E-04,0.5974E+10,0.6825E+10,0.3483E+10
 15101,0.1981E-04,0.2384E-04,0.1860E-04,0.6124E+10,0.6496E+10,0.5067E+10
 15151,0.1886E-04,0.2050E-04,0.1764E-04,0.6440E+10,0.6870E+10,0.5911E+10
 15201,0.2050E-04,0.2170E-04,0.1884E-04,0.5942E+10,0.6456E+10,0.5605E+10
 15251,0.2151E-04,0.4101E-04,0.1860E-04,0.5979E+10,0.6561E+10,0.2975E+10
 15301,0.2167E-04,0.4077E-04,0.1884E-04,0.5943E+10,0.6499E+10,0.3002E+10
 15351,0.2003E-04,0.2408E-04,0.1884E-04,0.6161E+10,0.6520E+10,0.5100E+10
 15401,0.1969E-04,0.2575E-04,0.1860E-04,0.6311E+10,0.6625E+10,0.4785E+10
 15451,0.2036E-04,0.2766E-04,0.1884E-04,0.6148E+10,0.6563E+10,0.4469E+10
 15501,0.2148E-04,0.2861E-04,0.1979E-04,0.5831E+10,0.6267E+10,0.4334E+10
 15551,0.2093E-04,0.2432E-04,0.2027E-04,0.5959E+10,0.6139E+10,0.5116E+10
 15601,0.2060E-04,0.2384E-04,0.1979E-04,0.6076E+10,0.6307E+10,0.5235E+10
 15651,0.2098E-04,0.2670E-04,0.1955E-04,0.6012E+10,0.6404E+10,0.4689E+10
 15701,0.2072E-04,0.2837E-04,0.1836E-04,0.6148E+10,0.6842E+10,0.4427E+10
 15751,0.2055E-04,0.3004E-04,0.1836E-04,0.6262E+10,0.6864E+10,0.4195E+10
 15801,0.2182E-04,0.4387E-04,0.1884E-04,0.6166E+10,0.6711E+10,0.2881E+10
 15851,0.2136E-04,0.3052E-04,0.1931E-04,0.6032E+10,0.6566E+10,0.4155E+10
 15901,0.2110E-04,0.2861E-04,0.1907E-04,0.6155E+10,0.6669E+10,0.4446E+10
 15951,0.2012E-04,0.2646E-04,0.1907E-04,0.6398E+10,0.6690E+10,0.4822E+10
 16001,0.1996E-04,0.2646E-04,0.1884E-04,0.6475E+10,0.6796E+10,0.4837E+10
 16051,0.2003E-04,0.2503E-04,0.1884E-04,0.6450E+10,0.6817E+10,0.5129E+10
 16101,0.1998E-04,0.2599E-04,0.1884E-04,0.6500E+10,0.6839E+10,0.4957E+10
 16151,0.2093E-04,0.3409E-04,0.1907E-04,0.6352E+10,0.6774E+10,0.3790E+10
 16201,0.2029E-04,0.2670E-04,0.1907E-04,0.6447E+10,0.6795E+10,0.4854E+10
 16251,0.2024E-04,0.2694E-04,0.1907E-04,0.6485E+10,0.6816E+10,0.4826E+10
 16301,0.2213E-04,0.4196E-04,0.1931E-04,0.6206E+10,0.6753E+10,0.3108E+10
 16351,0.2062E-04,0.2527E-04,0.1979E-04,0.6374E+10,0.6610E+10,0.5176E+10
 16401,0.2353E-04,0.5436E-04,0.1907E-04,0.6119E+10,0.6879E+10,0.2414E+10
 16451,0.1986E-04,0.2122E-04,0.1931E-04,0.6631E+10,0.6815E+10,0.6202E+10
 16501,0.2110E-04,0.3076E-04,0.1955E-04,0.6363E+10,0.6752E+10,0.4292E+10
 16551,0.2022E-04,0.2480E-04,0.1931E-04,0.6581E+10,0.6856E+10,0.5340E+10
 16601,0.2050E-04,0.2456E-04,0.1931E-04,0.6504E+10,0.6877E+10,0.5408E+10
 16651,0.2172E-04,0.2861E-04,0.2027E-04,0.6192E+10,0.6573E+10,0.4656E+10
 16701,0.2112E-04,0.2527E-04,0.2003E-04,0.6351E+10,0.6671E+10,0.5287E+10
 16751,0.2177E-04,0.3171E-04,0.1979E-04,0.6264E+10,0.6772E+10,0.4226E+10
 16801,0.2320E-04,0.3386E-04,0.2003E-04,0.5984E+10,0.6711E+10,0.3970E+10
 16851,0.2162E-04,0.3052E-04,0.1979E-04,0.6326E+10,0.6812E+10,0.4417E+10
 16901,0.2098E-04,0.2646E-04,0.1979E-04,0.6485E+10,0.6833E+10,0.5109E+10
 16951,0.2158E-04,0.2789E-04,0.1979E-04,0.6336E+10,0.6853E+10,0.4861E+10
 17001,0.2112E-04,0.2789E-04,0.2003E-04,0.6498E+10,0.6791E+10,0.4876E+10
 17051,0.2134E-04,0.2408E-04,0.2027E-04,0.6406E+10,0.6731E+10,0.5665E+10
 17101,0.2210E-04,0.2551E-04,0.2050E-04,0.6210E+10,0.6672E+10,0.5363E+10
 17151,0.2160E-04,0.2360E-04,0.2074E-04,0.6359E+10,0.6615E+10,0.5813E+10
 17201,0.2244E-04,0.2813E-04,0.2146E-04,0.6171E+10,0.6413E+10,0.4891E+10
 17251,0.2227E-04,0.2933E-04,0.2122E-04,0.6254E+10,0.6504E+10,0.4706E+10
 17301,0.2203E-04,0.3028E-04,0.2074E-04,0.6359E+10,0.6673E+10,0.4571E+10
 17351,0.2253E-04,0.3433E-04,0.2027E-04,0.6296E+10,0.6849E+10,0.4043E+10
 17401,0.2284E-04,0.3982E-04,0.2003E-04,0.6334E+10,0.6951E+10,0.3496E+10
 17451,0.2298E-04,0.3672E-04,0.2003E-04,0.6241E+10,0.6971E+10,0.3802E+10
 17501,0.2284E-04,0.3862E-04,0.2050E-04,0.6341E+10,0.6828E+10,0.3625E+10
 17551,0.2174E-04,0.3171E-04,0.2003E-04,0.6570E+10,0.7011E+10,0.4428E+10
 17601,0.2198E-04,0.2551E-04,0.2074E-04,0.6424E+10,0.6788E+10,0.5520E+10
 17651,0.2248E-04,0.2837E-04,0.2050E-04,0.6367E+10,0.6887E+10,0.4977E+10
 17701,0.2179E-04,0.2956E-04,0.2050E-04,0.6571E+10,0.6906E+10,0.4790E+10
 17751,0.2189E-04,0.3099E-04,0.2027E-04,0.6582E+10,0.7007E+10,0.4582E+10
 17801,0.2189E-04,0.3004E-04,0.2003E-04,0.6589E+10,0.7111E+10,0.4740E+10
 17851,0.2213E-04,0.2742E-04,0.2074E-04,0.6491E+10,0.6885E+10,0.5209E+10
 17901,0.2177E-04,0.3076E-04,0.2050E-04,0.6673E+10,0.6984E+10,0.4656E+10
 17951,0.2208E-04,0.3242E-04,0.2050E-04,0.6621E+10,0.7004E+10,0.4429E+10
 18001,0.2146E-04,0.2909E-04,0.2027E-04,0.6785E+10,0.7106E+10,0.4951E+10
 18051,0.2222E-04,0.2718E-04,0.2122E-04,0.6530E+10,0.6806E+10,0.5313E+10
 18101,0.2146E-04,0.2742E-04,0.2003E-04,0.6797E+10,0.7231E+10,0.5281E+10
 18151,0.2201E-04,0.3028E-04,0.2027E-04,0.6682E+10,0.7165E+10,0.4796E+10
 18201,0.2148E-04,0.2503E-04,0.2050E-04,0.6799E+10,0.7101E+10,0.5816E+10
 18251,0.2210E-04,0.3028E-04,0.2050E-04,0.6686E+10,0.7121E+10,0.4822E+10
 18301,0.2167E-04,0.2718E-04,0.2050E-04,0.6797E+10,0.7140E+10,0.5387E+10
 18351,0.2191E-04,0.2956E-04,0.2074E-04,0.6771E+10,0.7078E+10,0.4966E+10
 18401,0.2143E-04,0.2694E-04,0.2050E-04,0.6910E+10,0.7179E+10,0.5464E+10
 18451,0.2246E-04,0.2933E-04,0.2098E-04,0.6629E+10,0.7035E+10,0.5033E+10
 18501,0.2246E-04,0.2789E-04,0.2146E-04,0.6627E+10,0.6898E+10,0.5306E+10
 18551,0.2215E-04,0.2337E-04,0.2146E-04,0.6705E+10,0.6916E+10,0.6352E+10
 18601,0.2203E-04,0.2360E-04,0.2122E-04,0.6761E+10,0.7013E+10,0.6305E+10
 18651,0.2215E-04,0.2646E-04,0.2074E-04,0.6765E+10,0.7193E+10,0.5638E+10
 18701,0.2546E-04,0.3815E-04,0.2146E-04,0.6074E+10,0.6972E+10,0.3922E+10
 18751,0.2317E-04,0.2813E-04,0.2146E-04,0.6509E+10,0.6991E+10,0.5332E+10
 18801,0.2334E-04,0.2956E-04,0.2146E-04,0.6509E+10,0.7010E+10,0.5088E+10
 18851,0.2768E-04,0.7248E-04,0.2122E-04,0.6198E+10,0.7107E+10,0.2081E+10
 18901,0.2422E-04,0.3791E-04,0.2170E-04,0.6399E+10,0.6969E+10,0.3989E+10
 18951,0.2289E-04,0.3290E-04,0.2122E-04,0.6729E+10,0.7145E+10,0.4608E+10
 19001,0.2270E-04,0.2694E-04,0.2146E-04,0.6725E+10,0.7084E+10,0.5642E+10
 19051,0.2410E-04,0.3409E-04,0.2193E-04,0.6417E+10,0.6948E+10,0.4470E+10
 19101,0.2453E-04,0.2956E-04,0.2217E-04,0.6268E+10,0.6892E+10,0.5169E+10
 19151,0.2322E-04,0.2575E-04,0.2217E-04,0.6608E+10,0.6910E+10,0.5950E+10
 19201,0.2372E-04,0.2480E-04,0.2193E-04,0.6483E+10,0.7003E+10,0.6195E+10
 19251,0.2477E-04,0.3505E-04,0.2122E-04,0.6341E+10,0.7258E+10,0.4394E+10
 19301,0.2265E-04,0.2694E-04,0.2146E-04,0.6846E+10,0.7196E+10,0.5731E+10
 19351,0.2337E-04,0.2861E-04,0.2193E-04,0.6660E+10,0.7058E+10,0.5411E+10
 19401,0.2520E-04,0.5293E-04,0.2146E-04,0.6610E+10,0.7233E+10,0.2932E+10
 19451,0.2439E-04,0.4482E-04,0.2170E-04,0.6681E+10,0.7172E+10,0.3472E+10
 19501,0.2382E-04,0.3123E-04,0.2217E-04,0.6610E+10,0.7036E+10,0.4995E+10
 19551,0.2518E-04,0.3862E-04,0.2193E-04,0.6379E+10,0.7131E+10,0.4050E+10
 19601,0.2434E-04,0.3576E-04,0.2170E-04,0.6562E+10,0.7227E+10,0.4385E+10
 19651,0.2353E-04,0.3338E-04,0.2170E-04,0.6780E+10,0.7246E+10,0.4710E+10
 19701,0.2308E-04,0.3266E-04,0.2146E-04,0.6928E+10,0.7345E+10,0.4825E+10
 19751,0.2313E-04,0.3171E-04,0.2170E-04,0.6913E+10,0.7283E+10,0.4983E+10
 19801,0.2375E-04,0.3481E-04,0.2217E-04,0.6787E+10,0.7144E+10,0.4551E+10
 19851,0.2334E-04,0.3195E-04,0.2170E-04,0.6886E+10,0.7320E+10,0.4971E+10
 19901,0.2494E-04,0.4768E-04,0.2193E-04,0.6731E+10,0.7258E+10,0.3339E+10
 19951,0.2286E-04,0.2909E-04,0.2193E-04,0.7028E+10,0.7277E+10,0.5487E+10
 20001,0.2375E-04,0.2956E-04,0.2241E-04,0.6777E+10,0.7140E+10,0.5412E+10
 20051,0.2437E-04,0.3147E-04,0.2217E-04,0.6664E+10,0.7234E+10,0.5097E+10
 20101,0.2406E-04,0.3099E-04,0.2265E-04,0.6737E+10,0.7100E+10,0.5188E+10
 20151,0.2422E-04,0.2885E-04,0.2265E-04,0.6682E+10,0.7117E+10,0.5588E+10
 20201,0.2446E-04,0.2599E-04,0.2337E-04,0.6615E+10,0.6917E+10,0.6219E+10
 20251,0.2403E-04,0.3004E-04,0.2289E-04,0.6782E+10,0.7078E+10,0.5393E+10
 20301,0.2444E-04,0.3552E-04,0.2265E-04,0.6758E+10,0.7170E+10,0.4572E+10
 20351,0.2444E-04,0.3290E-04,0.2313E-04,0.6733E+10,0.7040E+10,0.4948E+10
 20401,0.2387E-04,0.3290E-04,0.2241E-04,0.6922E+10,0.7282E+10,0.4960E+10
 20451,0.2542E-04,0.3862E-04,0.2337E-04,0.6575E+10,0.7002E+10,0.4236E+10
 20501,0.2539E-04,0.3266E-04,0.2384E-04,0.6510E+10,0.6879E+10,0.5021E+10
 20551,0.2465E-04,0.2670E-04,0.2337E-04,0.6677E+10,0.7037E+10,0.6157E+10
 20601,0.2472E-04,0.2646E-04,0.2384E-04,0.6673E+10,0.6913E+10,0.6228E+10
 20651,0.2549E-04,0.3314E-04,0.2360E-04,0.6538E+10,0.6999E+10,0.4985E+10
 20701,0.2594E-04,0.4148E-04,0.2360E-04,0.6557E+10,0.7016E+10,0.3992E+10
 20751,0.2716E-04,0.4530E-04,0.2337E-04,0.6318E+10,0.7105E+10,0.3665E+10
 20801,0.2356E-04,0.2575E-04,0.2265E-04,0.7073E+10,0.7347E+10,0.6463E+10
 20851,0.2429E-04,0.3052E-04,0.2313E-04,0.6908E+10,0.7213E+10,0.5466E+10
 20901,0.2422E-04,0.2742E-04,0.2337E-04,0.6916E+10,0.7156E+10,0.6098E+10
 20951,0.2472E-04,0.3314E-04,0.2360E-04,0.6848E+10,0.7101E+10,0.5058E+10
 21001,0.2499E-04,0.3386E-04,0.2313E-04,0.6805E+10,0.7265E+10,0.4963E+10
 21051,0.2451E-04,0.3219E-04,0.2313E-04,0.6931E+10,0.7282E+10,0.5232E+10
 21101,0.2420E-04,0.3099E-04,0.2313E-04,0.7026E+10,0.7299E+10,0.5446E+10
 21151,0.2437E-04,0.3171E-04,0.2313E-04,0.7002E+10,0.7317E+10,0.5336E+10
 21201,0.2456E-04,0.3314E-04,0.2313E-04,0.6981E+10,0.7334E+10,0.5118E+10
 21251,0.2480E-04,0.3505E-04,0.2313E-04,0.6954E+10,0.7351E+10,0.4851E+10
 21301,0.2472E-04,0.3338E-04,0.2313E-04,0.6967E+10,0.7368E+10,0.5105E+10
 21351,0.2482E-04,0.3266E-04,0.2337E-04,0.6944E+10,0.7310E+10,0.5229E+10
 21401,0.2494E-04,0.3529E-04,0.2337E-04,0.6964E+10,0.7328E+10,0.4852E+10
 21451,0.2489E-04,0.3362E-04,0.2289E-04,0.6969E+10,0.7498E+10,0.5105E+10
 21501,0.2487E-04,0.3242E-04,0.2360E-04,0.6975E+10,0.7287E+10,0.5305E+10
 21551,0.2611E-04,0.3242E-04,0.2408E-04,0.6663E+10,0.7160E+10,0.5317E+10
 21601,0.2520E-04,0.3266E-04,0.2384E-04,0.6913E+10,0.7248E+10,0.5291E+10
 21651,0.2506E-04,0.2575E-04,0.2432E-04,0.6915E+10,0.7122E+10,0.6727E+10
 21701,0.2551E-04,0.3147E-04,0.2408E-04,0.6841E+10,0.7210E+10,0.5516E+10
 21751,0.2606E-04,0.3147E-04,0.2456E-04,0.6710E+10,0.7086E+10,0.5529E+10
 21801,0.2482E-04,0.2623E-04,0.2360E-04,0.7034E+10,0.7389E+10,0.6650E+10
 21851,0.2692E-04,0.3219E-04,0.2408E-04,0.6568E+10,0.7259E+10,0.5431E+10
 21901,0.2561E-04,0.3242E-04,0.2408E-04,0.6891E+10,0.7276E+10,0.5403E+10
 21951,0.2615E-04,0.2694E-04,0.2503E-04,0.6718E+10,0.7015E+10,0.6518E+10
 22001,0.2587E-04,0.2766E-04,0.2480E-04,0.6810E+10,0.7098E+10,0.6364E+10
 22051,0.2582E-04,0.2694E-04,0.2480E-04,0.6837E+10,0.7115E+10,0.6548E+10
 22101,0.2601E-04,0.2694E-04,0.2480E-04,0.6802E+10,0.7131E+10,0.6563E+10
 22151,0.2558E-04,0.2789E-04,0.2432E-04,0.6939E+10,0.7287E+10,0.6353E+10
 22201,0.2406E-04,0.2599E-04,0.2241E-04,0.7396E+10,0.7925E+10,0.6834E+10
 22251,0.2480E-04,0.3862E-04,0.2170E-04,0.7363E+10,0.8205E+10,0.4609E+10
 22301,0.2306E-04,0.2456E-04,0.2146E-04,0.7754E+10,0.8314E+10,0.7265E+10
 22351,0.2356E-04,0.2551E-04,0.2193E-04,0.7617E+10,0.8152E+10,0.7009E+10
 22401,0.2317E-04,0.2408E-04,0.2170E-04,0.7743E+10,0.8260E+10,0.7442E+10
 22451,0.2320E-04,0.2575E-04,0.2193E-04,0.7761E+10,0.8188E+10,0.6975E+10
 22501,0.2422E-04,0.2551E-04,0.2265E-04,0.7441E+10,0.7947E+10,0.7056E+10
 22551,0.2573E-04,0.3552E-04,0.2432E-04,0.7099E+10,0.7418E+10,0.5078E+10
 22601,0.2565E-04,0.3290E-04,0.2408E-04,0.7101E+10,0.7509E+10,0.5495E+10
 22651,0.2737E-04,0.4554E-04,0.2456E-04,0.6835E+10,0.7379E+10,0.3979E+10
 22701,0.2599E-04,0.3433E-04,0.2408E-04,0.7056E+10,0.7542E+10,0.5290E+10
 22751,0.2499E-04,0.2956E-04,0.2432E-04,0.7308E+10,0.7484E+10,0.6156E+10
 22801,0.2477E-04,0.2789E-04,0.2408E-04,0.7376E+10,0.7575E+10,0.6539E+10
 22851,0.2487E-04,0.2933E-04,0.2360E-04,0.7375E+10,0.7745E+10,0.6234E+10
 22901,0.2503E-04,0.2909E-04,0.2408E-04,0.7339E+10,0.7608E+10,0.6299E+10
 22951,0.2673E-04,0.4745E-04,0.2432E-04,0.7153E+10,0.7550E+10,0.3870E+10
 23001,0.2573E-04,0.3123E-04,0.2384E-04,0.7209E+10,0.7718E+10,0.5891E+10
 23051,0.2513E-04,0.2885E-04,0.2432E-04,0.7355E+10,0.7583E+10,0.6392E+10
 23101,0.2561E-04,0.3123E-04,0.2432E-04,0.7251E+10,0.7599E+10,0.5917E+10
 23151,0.2594E-04,0.3076E-04,0.2456E-04,0.7167E+10,0.7542E+10,0.6022E+10
 23201,0.2694E-04,0.3529E-04,0.2527E-04,0.6949E+10,0.7344E+10,0.5260E+10
 23251,0.2656E-04,0.3266E-04,0.2503E-04,0.7041E+10,0.7430E+10,0.5695E+10
 23301,0.2623E-04,0.3314E-04,0.2456E-04,0.7159E+10,0.7591E+10,0.5625E+10
 23351,0.2594E-04,0.3028E-04,0.2503E-04,0.7222E+10,0.7462E+10,0.6170E+10
 23401,0.2546E-04,0.2742E-04,0.2432E-04,0.7361E+10,0.7698E+10,0.6828E+10
 23451,0.2549E-04,0.3242E-04,0.2456E-04,0.7410E+10,0.7640E+10,0.5786E+10
 23501,0.2744E-04,0.4244E-04,0.2503E-04,0.7011E+10,0.7510E+10,0.4430E+10
 23551,0.2613E-04,0.3123E-04,0.2503E-04,0.7238E+10,0.7526E+10,0.6032E+10
 23601,0.2658E-04,0.3362E-04,0.2503E-04,0.7151E+10,0.7542E+10,0.5616E+10
 23651,0.2732E-04,0.3576E-04,0.2503E-04,0.6987E+10,0.7558E+10,0.5291E+10
 23701,0.2871E-04,0.3791E-04,0.2575E-04,0.6737E+10,0.7364E+10,0.5002E+10
 23751,0.3033E-03,0.2802E-02,0.2503E-04,0.6692E+10,0.7590E+10,0.6780E+08
 23801,0.2661E-04,0.3266E-04,0.2527E-04,0.7192E+10,0.7534E+10,0.5829E+10
 23851,0.2599E-04,0.3147E-04,0.2503E-04,0.7374E+10,0.7622E+10,0.6063E+10
 23901,0.2601E-04,0.3052E-04,0.2503E-04,0.7373E+10,0.7638E+10,0.6266E+10
 23951,0.2582E-04,0.3195E-04,0.2480E-04,0.7460E+10,0.7728E+10,0.5997E+10
 24001,0.2720E-04,0.4482E-04,0.2503E-04,0.7274E+10,0.7670E+10,0.4284E+10
 24051,0.2532E-04,0.2599E-04,0.2480E-04,0.7601E+10,0.7760E+10,0.7404E+10
 24101,0.2644E-04,0.3052E-04,0.2527E-04,0.7312E+10,0.7629E+10,0.6318E+10
 24151,0.2694E-04,0.2885E-04,0.2575E-04,0.7179E+10,0.7503E+10,0.6697E+10
 24201,0.2642E-04,0.2837E-04,0.2551E-04,0.7338E+10,0.7589E+10,0.6824E+10
 24251,0.2589E-04,0.2646E-04,0.2527E-04,0.7495E+10,0.7677E+10,0.7331E+10
 24301,0.2744E-04,0.3386E-04,0.2527E-04,0.7125E+10,0.7693E+10,0.5742E+10
 24351,0.2689E-04,0.3529E-04,0.2384E-04,0.7329E+10,0.8171E+10,0.5521E+10
 24401,0.2534E-04,0.2980E-04,0.2360E-04,0.7745E+10,0.8270E+10,0.6550E+10
 24451,0.2491E-04,0.2766E-04,0.2360E-04,0.7870E+10,0.8287E+10,0.7073E+10
 24501,0.2487E-04,0.2742E-04,0.2360E-04,0.7904E+10,0.8304E+10,0.7149E+10
 24551,0.2618E-04,0.2789E-04,0.2503E-04,0.7509E+10,0.7846E+10,0.7041E+10
 24601,0.2470E-04,0.2742E-04,0.2384E-04,0.7983E+10,0.8255E+10,0.7178E+10
 24651,0.2601E-04,0.4172E-04,0.2384E-04,0.7789E+10,0.8272E+10,0.4727E+10
 24701,0.2475E-04,0.2837E-04,0.2408E-04,0.8003E+10,0.8206E+10,0.6965E+10
 24751,0.2434E-04,0.2503E-04,0.2384E-04,0.8136E+10,0.8305E+10,0.7910E+10
 24801,0.2427E-04,0.2551E-04,0.2360E-04,0.8178E+10,0.8406E+10,0.7777E+10
 24851,0.2584E-04,0.2742E-04,0.2456E-04,0.7700E+10,0.8096E+10,0.7251E+10
 24901,0.2544E-04,0.2837E-04,0.2432E-04,0.7848E+10,0.8192E+10,0.7021E+10
 24951,0.2499E-04,0.2789E-04,0.2432E-04,0.8004E+10,0.8208E+10,0.7156E+10
 25001,0.2489E-04,0.2670E-04,0.2408E-04,0.8042E+10,0.8306E+10,0.7490E+10
 25051,0.2494E-04,0.2861E-04,0.2408E-04,0.8059E+10,0.8322E+10,0.7005E+10
 25101,0.2458E-04,0.2575E-04,0.2384E-04,0.8174E+10,0.8422E+10,0.7799E+10
 25151,0.2429E-04,0.2480E-04,0.2408E-04,0.8283E+10,0.8356E+10,0.8115E+10
 25201,0.2425E-04,0.2480E-04,0.2384E-04,0.8316E+10,0.8456E+10,0.8131E+10
 25251,0.2425E-04,0.2527E-04,0.2384E-04,0.8333E+10,0.8473E+10,0.7993E+10
 25301,0.2646E-04,0.2789E-04,0.2527E-04,0.7655E+10,0.8009E+10,0.7256E+10
 25351,0.2801E-04,0.3099E-04,0.2646E-04,0.7251E+10,0.7663E+10,0.6543E+10
 25401,0.2875E-04,0.3743E-04,0.2646E-04,0.7135E+10,0.7679E+10,0.5429E+10
 25451,0.2642E-04,0.2861E-04,0.2527E-04,0.7716E+10,0.8057E+10,0.7117E+10
 25501,0.2639E-04,0.2766E-04,0.2551E-04,0.7734E+10,0.7997E+10,0.7376E+10
 25551,0.2644E-04,0.2861E-04,0.2551E-04,0.7739E+10,0.8013E+10,0.7145E+10
 25601,0.2759E-04,0.2861E-04,0.2623E-04,0.7431E+10,0.7809E+10,0.7159E+10
 25651,0.2832E-04,0.3004E-04,0.2599E-04,0.7260E+10,0.7896E+10,0.6831E+10
 25701,0.2713E-04,0.2861E-04,0.2599E-04,0.7586E+10,0.7912E+10,0.7187E+10
 25751,0.2699E-04,0.2885E-04,0.2575E-04,0.7642E+10,0.8001E+10,0.7141E+10
 25801,0.2682E-04,0.2837E-04,0.2599E-04,0.7701E+10,0.7943E+10,0.7275E+10
 25851,0.2658E-04,0.2837E-04,0.2575E-04,0.7787E+10,0.8032E+10,0.7289E+10
 25901,0.2689E-04,0.2861E-04,0.2575E-04,0.7713E+10,0.8047E+10,0.7242E+10
 25951,0.2682E-04,0.2909E-04,0.2575E-04,0.7751E+10,0.8063E+10,0.7137E+10
 26001,0.2890E-04,0.3147E-04,0.2718E-04,0.7211E+10,0.7653E+10,0.6609E+10
 26051,0.3026E-04,0.4816E-04,0.2646E-04,0.7080E+10,0.7875E+10,0.4327E+10
 26101,0.2823E-04,0.2980E-04,0.2718E-04,0.7402E+10,0.7682E+10,0.7006E+10
 26151,0.2754E-04,0.2885E-04,0.2670E-04,0.7601E+10,0.7835E+10,0.7252E+10
 26201,0.2792E-04,0.3409E-04,0.2670E-04,0.7545E+10,0.7850E+10,0.6148E+10
 26251,0.2708E-04,0.2789E-04,0.2670E-04,0.7755E+10,0.7865E+10,0.7529E+10
 26301,0.2708E-04,0.2766E-04,0.2670E-04,0.7770E+10,0.7880E+10,0.7608E+10
 26351,0.2680E-04,0.2813E-04,0.2599E-04,0.7871E+10,0.8112E+10,0.7493E+10
 26401,0.2635E-04,0.2694E-04,0.2599E-04,0.8018E+10,0.8127E+10,0.7840E+10
 26451,0.2646E-04,0.2694E-04,0.2599E-04,0.7997E+10,0.8143E+10,0.7854E+10
 26501,0.2804E-04,0.3028E-04,0.2646E-04,0.7574E+10,0.8011E+10,0.7002E+10
 26551,0.2768E-04,0.2933E-04,0.2623E-04,0.7688E+10,0.8099E+10,0.7243E+10
 26601,0.2739E-04,0.2909E-04,0.2646E-04,0.7781E+10,0.8041E+10,0.7316E+10
 26651,0.2792E-04,0.3004E-04,0.2599E-04,0.7650E+10,0.8204E+10,0.7097E+10
 26701,0.2718E-04,0.2909E-04,0.2599E-04,0.7870E+10,0.8220E+10,0.7344E+10
 26751,0.1419E-03,0.1168E-02,0.2646E-04,0.6927E+10,0.8087E+10,0.1833E+09
 26801,0.2828E-04,0.2933E-04,0.2742E-04,0.7586E+10,0.7820E+10,0.7311E+10
